Experiment,Grid,lookahead,Path cost,Number of expanded nodes,Number of searches,Memory consumption (MB),Execution time (s)
6,1,60,248.50461735799533,2057,35,5.00390625,1.3918983936309814
6,2,60,196.00714267493663,1517,26,5.00390625,1.1648428440093994
6,3,60,152.7228714274744,708,12,5.00390625,0.5291597843170166
6,4,60,171.45079348883237,660,11,5.00390625,0.4680495262145996
6,5,60,278.4457428549498,1238,21,5.00390625,1.0608875751495361
6,6,60,185.62236636408628,1404,24,5.00390625,0.9771392345428467
6,7,60,128.48023074035507,605,11,5.00390625,0.5818898677825928
6,8,60,86.05382386916231,773,13,5.00390625,0.5243721008300781
6,9,60,231.5340546095181,1873,32,5.00390625,1.3444445133209229
6,10,60,98.71067811865467,488,9,5.00390625,0.38362741470336914
6,11,60,125.50966799187796,875,15,5.00390625,0.6763238906860352
6,12,60,255.0193359837567,1517,26,5.00390625,1.0460336208343506
6,13,60,172.96551211459393,1277,22,5.00390625,0.913264274597168
6,14,60,132.99494936611654,636,11,5.00390625,0.5026359558105469
6,15,60,144.96551211459376,570,10,5.00390625,0.5161759853363037
6,16,60,170.5512985522208,1366,23,5.00390625,1.0098669528961182
6,17,60,283.9604614807111,1613,27,5.00390625,1.0862553119659424
6,18,60,237.60512242138358,1167,20,5.00390625,0.9726481437683105
6,19,60,201.1492782986676,802,14,5.00390625,0.6604492664337158
6,20,60,258.0609665440994,802,14,5.00390625,0.746514081954956
6,21,60,194.3208511739213,1193,20,5.00390625,0.807675838470459
6,22,60,146.651803615609,1049,18,5.00390625,0.8402304649353027
6,23,60,227.32085117392145,1625,28,5.00390625,1.2675776481628418
6,24,60,137.36753236814707,992,17,5.00390625,0.7897894382476807
6,25,60,222.01933598375655,834,14,5.00390625,0.6647584438323975
6,26,60,291.34523779156154,1966,33,5.00390625,1.5945327281951904
6,27,60,267.54624791833805,1568,27,5.00390625,1.1039214134216309
6,28,60,292.0020920410539,1488,25,5.00390625,1.1204214096069336
6,29,60,329.7005768508892,1963,33,5.00390625,1.5100436210632324
6,30,60,129.99494936611654,917,16,5.00390625,0.6866445541381836
6,31,60,108.71067811865467,778,13,5.00390625,0.5905325412750244
