Algorithm,Metric,Obstacle Density,Mean,Median,Standard Deviation,Minimum,Maximum
D*,Execution time (ms),0.1,18545.261085698003,18453.1822305,830.8819745801835,17264.995133,27457.909288
D*,Execution time (ms),0.15,17750.131313871,17717.4943245,223.93485095590137,17247.283312,18784.357716
D*,Execution time (ms),0.2,17119.323380105998,17095.931838,416.9251453126785,16452.509235,25030.298291
D*,Execution time (ms),0.25,17444.045268060996,17371.215029,469.3081953120247,16547.762995,18689.062678
D*,Execution time (ms),0.3,21527.847408243,21368.60631,627.987581237734,20797.347576,23860.920582
D*,Execution time (ms),0.3500000000000001,32405.58481498,32298.2595845,705.0246839348493,31215.719151,41810.519884
D*,Execution time (ms),0.4000000000000001,24990.215462695003,24869.3813675,6232.945971798182,13421.701107,42702.026986
D* Lite,Execution time (ms),0.1,969.876509083,1011.5390815,194.91479488059684,665.707577,1291.999455
D* Lite,Execution time (ms),0.15,1282.456294606,1316.502145,143.9797703987961,960.117569,1525.436978
D* Lite,Execution time (ms),0.2,1435.210290486,1484.2611635,151.1801376224158,1148.74325,1640.171928
D* Lite,Execution time (ms),0.25,1481.002046672,1504.4553505,232.9597281908867,1020.913666,1888.371521
D* Lite,Execution time (ms),0.3,1595.7322523730002,1590.0189295,208.4056851314185,1075.911004,1851.801672
D* Lite,Execution time (ms),0.3500000000000001,1587.36289192,1605.421801,108.3281933958063,1367.182692,1792.754462
D* Lite,Execution time (ms),0.4000000000000001,1588.194050564,1546.3924215000002,235.42800838242897,1244.06179,2092.908326
LPA*,Execution time (ms),0.1,2433.8786872940004,2427.295344,194.87253847976484,2125.374394,2849.937183
LPA*,Execution time (ms),0.15,2946.294194592,3001.506473,189.53987920366106,2536.793513,3194.854951
LPA*,Execution time (ms),0.2,3043.876999454,3033.4408355,165.93528646306186,2835.868878,3425.659493
LPA*,Execution time (ms),0.25,2880.402958316,2796.6703515,240.75374109409006,2602.52075,3441.071745
LPA*,Execution time (ms),0.3,2666.0109644920003,2600.2680635,235.8819123320383,2308.830808,3209.565131
LPA*,Execution time (ms),0.3500000000000001,2613.0624137859995,2505.545811,428.1835851107696,1866.081191,3510.685623
LPA*,Execution time (ms),0.4000000000000001,2273.0967764129996,2076.852755,995.6140871775053,932.557688,7304.591933
ARA*,Path cost,0.1,285.7712262545438,285.9812767608826,1.3946775749673463,283.3452377915616,288.0315292925768
ARA*,Path cost,0.15,295.35385976291303,295.6467529817265,1.8206238391172636,291.54624791833817,297.4041122946072
ARA*,Path cost,0.2,305.88207768355386,305.26197667087615,2.807711275488441,303.2619766708762,312.6761902332493
ARA*,Path cost,0.25,319.87059864222766,318.8563850798546,4.473476155617621,314.97770542341414,329.56349186104114
ARA*,Path cost,0.3,336.31942263893444,335.32947314527325,4.9684992494819005,326.1076477383253,343.76450198781777
ARA*,Path cost,0.3500000000000001,382.10033175303346,372.89444430272886,16.238744838161274,360.7523086789979,406.6518036156096
ARA*,Path cost,0.4000000000000001,604.6507934888331,564.2584053334078,147.24401971497892,464.89444430272897,999.1614716074884
RTAA**,Path cost,0.1,279.81458120915676,279.2447327281733,2.423095014875862,276.9015869776656,285.2447327281733
RTAA**,Path cost,0.15,284.69498525986745,284.00209204105397,3.9171089022259915,278.65894629054634,291.34523779156154
RTAA**,Path cost,0.2,289.44401846067956,289.63813101037505,4.745409224076506,282.75945135393465,297.5462479183382
RTAA**,Path cost,0.25,295.1528496361365,296.0315292925768,7.2694414250406645,282.416305603427,311.44574285495
RTAA**,Path cost,0.3,301.6031021678306,302.0315292925768,6.798290283906787,287.10259710444234,311.5462479183383
RTAA**,Path cost,0.3500000000000001,311.80482656210097,311.5965004500324,7.222671126821179,301.78888860545754,325.5462479183383
RTAA**,Path cost,0.4000000000000001,323.9504109743725,324.30360723121896,7.971487482247881,311.30360723121885,335.7888886054576
LRTA*,Path cost,0.1,274.7040256394296,274.6797615707177,1.6684151286470494,272.21529547665045,277.7300141024118
LRTA*,Path cost,0.15,279.28148596498795,279.3158005400387,2.0753514028504694,275.7300141024118,282.07315985291945
LRTA*,Path cost,0.2,286.0530588402418,285.73001410241193,3.6130128651009183,281.24473272817323,293.4873734152925
LRTA*,Path cost,0.25,293.67904730322397,293.17366491630776,4.219572137229146,285.7300141024119,300.0731598529196
LRTA*,Path cost,0.3,306.05062017847786,306.95183950935984,9.11265512778803,287.34523779156154,321.24473272817335
LRTA*,Path cost,0.3500000000000001,319.66899679688527,320.4163056034272,11.00235898943243,304.75945135393465,340.1147904132624
LRTA*,Path cost,0.4000000000000001,339.18026663410615,343.6086937588524,20.680076369537975,305.1025971044423,370.1147904132624
D*,Path cost,0.1,285.77122625454376,285.9812767608827,1.3946775749673497,283.34523779156154,288.03152929257675
D*,Path cost,0.15,295.35385976291303,295.6467529817265,1.8206238391172642,291.54624791833817,297.4041122946072
D*,Path cost,0.2,305.88207768355386,305.26197667087627,2.8077112754885047,303.2619766708761,312.6761902332493
D*,Path cost,0.25,319.8705986422277,318.8563850798546,4.4734761556176075,314.9777054234142,329.56349186104103
D*,Path cost,0.3,336.31942263893444,335.3294731452733,4.968499249481872,326.10764773832534,343.7645019878178
D*,Path cost,0.3500000000000001,382.10033175303346,372.89444430272886,16.238744838161292,360.75230867899785,406.6518036156096
D*,Path cost,0.4000000000000001,604.6507934888331,564.2584053334078,147.24401971497892,464.8944443027289,999.1614716074884
D* Lite,Path cost,0.1,272.68392462675195,272.80108191427735,0.5109323068744125,271.6295090390235,273.38686835190424
D* Lite,Path cost,0.15,275.16849173349686,275.1442276647849,0.4897480305813712,273.97265478953113,275.97265478953113
D* Lite,Path cost,0.2,277.5359015527164,277.4873734152925,0.9437768199547498,276.3158005400387,279.144227664785
D* Lite,Path cost,0.25,279.7376259469867,279.53762594698674,1.7193444167239516,276.90158697766566,283.002092041054
D* Lite,Path cost,0.3,283.79376592898535,284.4665581351212,2.008560262811292,278.6589462905464,285.6883835420691
D* Lite,Path cost,0.3500000000000001,288.6883835420692,288.5670631985095,1.6153968813160056,285.9310242291884,292.5168106668154
D* Lite,Path cost,0.4000000000000001,296.0290906308128,295.9604614807113,2.9704875762514433,291.78888860545743,301.4457428549499
LPA*,Path cost,0.1,285.77122625454376,285.9812767608826,1.39467757496735,283.34523779156154,288.03152929257675
LPA*,Path cost,0.15,295.3538597629131,295.6467529817265,1.8206238391172602,291.54624791833817,297.4041122946072
LPA*,Path cost,0.2,305.9063417522658,305.26197667087627,2.8668069832021428,303.2619766708761,312.91883092036863
LPA*,Path cost,0.25,319.8948627109396,318.8563850798546,4.447427599069446,314.97770542341425,329.5634918610411
LPA*,Path cost,0.3,336.48927111991793,335.5721138323926,5.023799689096048,326.10764773832534,343.7645019878178
LPA*,Path cost,0.3500000000000001,382.2317026029319,373.0157646462885,16.197178934752475,361.3380951166248,406.89444430272886
LPA*,Path cost,0.4000000000000001,604.723585694969,564.5010460205272,147.23838741289262,464.8944443027289,999.1614716074884
ARA*,Memory Allocation (KB),0.1,5012.86853125,4385.01171875,814.3976717558002,4292.015625,6088.1015625
ARA*,Memory Allocation (KB),0.15,7086.9796875,7538.00390625,722.8428004030098,5927.25,7609.484375
ARA*,Memory Allocation (KB),0.2,7541.43203125,7514.83203125,85.49535768280808,7460.328125,7747.75
ARA*,Memory Allocation (KB),0.25,6946.9421875,7401.80859375,856.1323998596303,5909.6953125,8011.1015625
ARA*,Memory Allocation (KB),0.3,6697.2015625,6764.078125,1204.9141402575212,4213.84375,8440.8828125
ARA*,Memory Allocation (KB),0.3500000000000001,5817.44609375,4815.4765625,1820.41177624403,4017.984375,10152.96875
ARA*,Memory Allocation (KB),0.4000000000000001,6942.57578125,5457.123046875,3543.056401093954,2639.71875,13830.30859375
RTAA**,Memory Allocation (KB),0.1,12822.86696875,12823.60546875,29.669621576246655,12772.66796875,12869.03515625
RTAA**,Memory Allocation (KB),0.15,12848.63125,12847.984375,38.47258547103365,12777.83203125,12906.97265625
RTAA**,Memory Allocation (KB),0.2,12866.553125,12874.4296875,52.73787242670415,12797.65234375,12967.43359375
RTAA**,Memory Allocation (KB),0.25,12854.8796875,12871.1015625,46.765516621940435,12764.22265625,12917.84765625
RTAA**,Memory Allocation (KB),0.3,12855.92578125,12859.93359375,23.120275621217214,12808.53515625,12889.51953125
RTAA**,Memory Allocation (KB),0.3500000000000001,12841.15703125,12833.91015625,29.487738039114046,12794.72265625,12899.19921875
RTAA**,Memory Allocation (KB),0.4000000000000001,12816.17578125,12815.78515625,38.451179152749404,12751.37109375,12883.58203125
LRTA*,Memory Allocation (KB),0.1,12679.3974375,12678.97265625,11.313148694297167,12662.92578125,12703.06640625
LRTA*,Memory Allocation (KB),0.15,12703.97734375,12703.19921875,21.974237143871143,12672.17578125,12746.00390625
LRTA*,Memory Allocation (KB),0.2,12730.471875,12725.45703125,24.421265034916438,12703.01953125,12780.05078125
LRTA*,Memory Allocation (KB),0.25,12745.1640625,12745.6328125,25.292707636007204,12713.01953125,12788.81640625
LRTA*,Memory Allocation (KB),0.3,12795.1171875,12780.98046875,53.81814899594584,12712.63671875,12898.82421875
LRTA*,Memory Allocation (KB),0.3500000000000001,12813.92734375,12791.0,53.37055978266291,12759.67578125,12932.30078125
LRTA*,Memory Allocation (KB),0.4000000000000001,12827.85390625,12818.82421875,70.07200869334551,12722.73828125,12937.87109375
D*,Memory Allocation (KB),0.1,51803.8699921875,51803.810546875,4.4690496922357745,51799.94140625,51918.23046875
D*,Memory Allocation (KB),0.15,49479.369140625,49479.380859375,1.5080841911334684,49475.77734375,49481.41796875
D*,Memory Allocation (KB),0.2,49206.415625,49206.396484375,1.9632574697649567,49203.45703125,49209.3359375
D*,Memory Allocation (KB),0.25,48947.91953125,48942.927734375,12.08838260414596,48936.81640625,48971.87890625
D*,Memory Allocation (KB),0.3,48692.033984375,48682.08984375,22.84713085955779,48674.32421875,48743.20703125
D*,Memory Allocation (KB),0.3500000000000001,48362.368359375,48361.091796875,21.525227480568223,48320.24609375,48395.6328125
D*,Memory Allocation (KB),0.4000000000000001,47284.53359375,47323.408203125,318.85115828912876,46602.765625,47689.703125
D* Lite,Memory Allocation (KB),0.1,408.12728125,419.80078125,36.82595974341897,354.73046875,553.87890625
D* Lite,Memory Allocation (KB),0.15,690.40859375,833.84765625,215.02814144509568,409.37109375,906.33984375
D* Lite,Memory Allocation (KB),0.2,841.60625,886.2109375,137.0677861979023,435.50390625,911.51953125
D* Lite,Memory Allocation (KB),0.25,871.27890625,914.65625,158.50254599800462,414.62890625,1001.95703125
D* Lite,Memory Allocation (KB),0.3,966.91328125,965.7578125,59.02375821248351,822.48828125,1024.77734375
D* Lite,Memory Allocation (KB),0.3500000000000001,1000.8203125,1003.5859375,34.35131426484853,935.92578125,1054.25390625
D* Lite,Memory Allocation (KB),0.4000000000000001,1043.1,1032.0546875,74.1635220280567,940.78515625,1187.26953125
LPA*,Memory Allocation (KB),0.1,1173.3633984375,1168.30859375,48.60484600643392,1106.234375,1293.9140625
LPA*,Memory Allocation (KB),0.15,1356.234375,1372.77734375,52.542960668778846,1247.46875,1417.1875
LPA*,Memory Allocation (KB),0.2,1447.40859375,1435.9296875,50.11933437575852,1391.4453125,1549.28125
LPA*,Memory Allocation (KB),0.25,1788.2921875,1451.23046875,685.8737570649971,1401.140625,3173.3515625
LPA*,Memory Allocation (KB),0.3,1785.4640625,1461.67578125,689.1807440143593,1356.5078125,3190.03125
LPA*,Memory Allocation (KB),0.3500000000000001,2144.84765625,1483.71875,903.8263022176361,1241.5859375,3354.6328125
LPA*,Memory Allocation (KB),0.4000000000000001,2083.3778984375,1384.7890625,1122.924480995525,874.3125,3803.6640625
ARA*,Number of expanded nodes,0.1,34996.1,34882.0,946.8653779941708,33599.0,36814.0
ARA*,Number of expanded nodes,0.15,36898.0,37228.0,1068.1710487508026,34802.0,38204.0
ARA*,Number of expanded nodes,0.2,37049.0,36649.0,1223.3154542883453,35890.0,40042.0
ARA*,Number of expanded nodes,0.25,36782.4,35313.5,3230.997211850079,34096.0,43848.0
ARA*,Number of expanded nodes,0.3,36921.3,35500.5,4992.660941148845,31564.0,50106.0
ARA*,Number of expanded nodes,0.3500000000000001,44224.9,40254.0,12841.033666945807,29057.0,75782.0
ARA*,Number of expanded nodes,0.4000000000000001,63019.1,53751.5,33985.82579907755,25671.0,124662.0
RTAA**,Number of expanded nodes,0.1,3534.0,3603.5,452.4742345514636,2676.0,4205.0
RTAA**,Number of expanded nodes,0.15,4000.6,3928.0,627.0122681290889,2896.0,5000.0
RTAA**,Number of expanded nodes,0.2,4308.8,4457.0,858.6563053111825,3169.0,5935.0
RTAA**,Number of expanded nodes,0.25,4166.2,4423.5,744.5461093235992,2694.0,5151.0
RTAA**,Number of expanded nodes,0.3,4203.8,4269.0,367.3326738711019,3425.0,4717.0
RTAA**,Number of expanded nodes,0.3500000000000001,3987.2,3901.5,462.5119212272018,3244.0,4881.0
RTAA**,Number of expanded nodes,0.4000000000000001,3613.1,3618.0,599.689350678597,2612.0,4660.0
LRTA*,Number of expanded nodes,0.1,1085.9,1084.5,219.32714012268158,741.0,1499.0
LRTA*,Number of expanded nodes,0.15,1576.1,1544.5,356.97243495726576,1039.0,2266.0
LRTA*,Number of expanded nodes,0.2,2076.8,1978.5,394.04496118010627,1618.0,2878.0
LRTA*,Number of expanded nodes,0.25,2353.5,2338.5,387.39143269065994,1860.0,3006.0
LRTA*,Number of expanded nodes,0.3,3170.8,2968.0,862.6003938321843,1840.0,4856.0
LRTA*,Number of expanded nodes,0.3500000000000001,3503.1,3137.0,809.0013431219834,2681.0,5271.0
LRTA*,Number of expanded nodes,0.4000000000000001,3753.8,3605.0,1069.4579469527075,2160.0,5449.0
D*,Number of expanded nodes,0.1,575275.8,575209.5,315.5470328333479,574888.0,576055.0
D*,Number of expanded nodes,0.15,512961.8,512993.5,133.5949385553495,512625.0,513115.0
D*,Number of expanded nodes,0.2,454101.6,454047.0,264.31970207478844,453751.0,454645.0
D*,Number of expanded nodes,0.25,398284.7,398143.0,362.9208199063833,397880.0,399149.0
D*,Number of expanded nodes,0.3,344306.5,344441.0,462.1456790110978,343182.0,344794.0
D*,Number of expanded nodes,0.3500000000000001,287120.7,286908.5,1416.2272803860649,285325.0,289787.0
D*,Number of expanded nodes,0.4000000000000001,177547.8,178533.5,18820.754074795834,142206.0,204225.0
D* Lite,Number of expanded nodes,0.1,3404.7,3554.5,688.0993319940739,2376.0,4395.0
D* Lite,Number of expanded nodes,0.15,4907.1,5032.5,551.7642012071223,3650.0,5681.0
D* Lite,Number of expanded nodes,0.2,5968.0,6174.5,607.5181299996555,4906.0,6658.0
D* Lite,Number of expanded nodes,0.25,6764.5,6782.0,1052.5593242811215,4791.0,8446.0
D* Lite,Number of expanded nodes,0.3,7947.2,7942.5,1081.0328357603166,5313.0,9125.0
D* Lite,Number of expanded nodes,0.3500000000000001,8701.7,8802.0,611.84733975655,7564.0,9643.0
D* Lite,Number of expanded nodes,0.4000000000000001,9578.9,9364.5,1355.8856573900011,7688.0,12207.0
LPA*,Number of expanded nodes,0.1,11354.3,11274.5,912.1971901478944,10053.0,13128.0
LPA*,Number of expanded nodes,0.15,15039.5,15350.5,980.4347516802443,12998.0,16161.0
LPA*,Number of expanded nodes,0.2,16912.9,16704.0,938.8604523298172,15920.0,18816.0
LPA*,Number of expanded nodes,0.25,17702.6,17134.0,1461.157493640306,16259.0,20596.0
LPA*,Number of expanded nodes,0.3,17888.8,17464.5,1539.9507811642577,15492.0,20963.0
LPA*,Number of expanded nodes,0.3500000000000001,19194.0,18340.5,3105.5402718980126,13987.0,24448.0
LPA*,Number of expanded nodes,0.4000000000000001,17766.5,16658.5,6452.264421593876,7690.0,29239.0
ARA*,Number of searches,0.1,5.0,5.0,0.0,5.0,5.0
ARA*,Number of searches,0.15,5.0,5.0,0.0,5.0,5.0
ARA*,Number of searches,0.2,5.0,5.0,0.0,5.0,5.0
ARA*,Number of searches,0.25,5.0,5.0,0.0,5.0,5.0
ARA*,Number of searches,0.3,5.0,5.0,0.0,5.0,5.0
ARA*,Number of searches,0.3500000000000001,5.0,5.0,0.0,5.0,5.0
ARA*,Number of searches,0.4000000000000001,5.0,5.0,0.0,5.0,5.0
RTAA**,Number of searches,0.1,14.6,15.0,1.8009006755629928,11.0,17.0
RTAA**,Number of searches,0.15,16.4,16.0,2.499249136490047,12.0,20.0
RTAA**,Number of searches,0.2,17.6,18.0,3.383999327933067,13.0,24.0
RTAA**,Number of searches,0.25,17.0,18.0,3.0015011259383213,11.0,21.0
RTAA**,Number of searches,0.3,17.2,17.5,1.4704292441876154,14.0,19.0
RTAA**,Number of searches,0.3500000000000001,16.3,16.0,1.9528988232404192,13.0,20.0
RTAA**,Number of searches,0.4000000000000001,15.0,15.0,2.4507154069793593,11.0,19.0
LRTA*,Number of searches,0.1,4.8,5.0,0.8722160057925794,3.0,6.0
LRTA*,Number of searches,0.15,7.1,7.0,1.4464066136782188,5.0,10.0
LRTA*,Number of searches,0.2,8.8,8.5,1.662156058486315,7.0,12.0
LRTA*,Number of searches,0.25,10.0,10.0,1.6741573411130755,8.0,13.0
LRTA*,Number of searches,0.3,13.2,12.5,3.401701276063431,8.0,20.0
LRTA*,Number of searches,0.3500000000000001,14.5,13.0,3.3557802760701216,11.0,22.0
LRTA*,Number of searches,0.4000000000000001,15.5,15.0,4.203292479434148,9.0,22.0
D*,Number of searches,0.1,80282.3,80277.0,19.447061170989002,80245.0,80315.0
D*,Number of searches,0.15,75788.9,75792.5,18.6343027032738,75753.0,75817.0
D*,Number of searches,0.2,71217.0,71223.0,34.808211841627426,71168.0,71265.0
D*,Number of searches,0.25,66488.4,66480.0,66.92023848073406,66406.0,66615.0
D*,Number of searches,0.3,61297.5,61314.0,120.14693206771983,61003.0,61452.0
D*,Number of searches,0.3500000000000001,54446.3,54428.0,281.79534882360747,54064.0,54938.0
D*,Number of searches,0.4000000000000001,35648.0,35794.5,3789.053592538264,28523.0,41127.0
D* Lite,Number of searches,0.1,1.0,1.0,0.0,1.0,1.0
D* Lite,Number of searches,0.15,1.0,1.0,0.0,1.0,1.0
D* Lite,Number of searches,0.2,1.0,1.0,0.0,1.0,1.0
D* Lite,Number of searches,0.25,1.0,1.0,0.0,1.0,1.0
D* Lite,Number of searches,0.3,1.0,1.0,0.0,1.0,1.0
D* Lite,Number of searches,0.3500000000000001,1.0,1.0,0.0,1.0,1.0
D* Lite,Number of searches,0.4000000000000001,1.0,1.0,0.0,1.0,1.0
LPA*,Number of searches,0.1,2.0,2.0,0.0,2.0,2.0
LPA*,Number of searches,0.15,2.0,2.0,0.0,2.0,2.0
LPA*,Number of searches,0.2,2.0,2.0,0.0,2.0,2.0
LPA*,Number of searches,0.25,2.0,2.0,0.0,2.0,2.0
LPA*,Number of searches,0.3,2.0,2.0,0.0,2.0,2.0
LPA*,Number of searches,0.3500000000000001,2.0,2.0,0.0,2.0,2.0
LPA*,Number of searches,0.4000000000000001,2.0,2.0,0.0,2.0,2.0
